review_id,page,score,review_vendor_raw,channel,review_text,created_at,created_date,author_display_name,author_grade,has_media,media_count,image_count,image_urls,product_code,product_name,product_url,product_meta_score,product_meta_reviews_count,likes_count,comments_count,ai_summary,product_options,customer_properties
98444,1,5,smart_store,스마트스토어,먹기 전후 차이가 날만큼 꼭 필요,2026-06-15T18:56:08+09:00,2026-06-15,네이버 스마트스토어 구****,5,False,0,0,,1000000281,지니어스뉴 드롭스&톡캡스,https://www.phytonutri.kr/goods/goods_view.php?goodsNo=1000000281,4.9,14386,0,0,"{'1': ['만족도', '효과']}",[],[]
98445,1,5,smart_store,스마트스토어,다먹고 또 재구매 합니다.,2026-06-15T18:55:42+09:00,2026-06-15,네이버 스마트스토어 구****,5,False,0,0,,1000000281,지니어스뉴 드롭스&톡캡스,https://www.phytonutri.kr/goods/goods_view.php?goodsNo=1000000281,4.9,14386,0,0,{'2': ['만족도']},[],[]
98446,1,5,smart_store,스마트스토어,"한달리뷰 남깁니다.
3병째 먹이고있어요~!! 
처음엔 아침 저녁으로 두번 나눠먹였는데
이제 제법 잘먹어줘서 
아침 먹일때 한번에 두번 먹여요~!!

처음엔 단맛, 과일맛등등
그런맛이 아니여서 그런지 
갸우뚱 !! 찌뿌뚱 !! 했는데
이제는 먹는시간 먹어야할 횟수를
알고있어요 ~^^;; 

아이가 또래아이들에 비해
조금 느린편이에요.
발달 치료받으면서 ~ !! 
보다 좋은 속도로 올라와주길 바라며
꾸준히 먹여보려고합니다.",2026-06-15T17:55:32+09:00,2026-06-15,네이버 스마트스토어 구****,5,True,1,1,https://assets6.cre.ma/p/phytonutri-kr/reviews/00/00/09/84/46/image1/869227c5ee2ab8dd.webp,1000000281,지니어스뉴 드롭스&톡캡스,https://www.phytonutri.kr/goods/goods_view.php?goodsNo=1000000281,4.9,14386,0,0,"{'1': ['만족도'], '0': ['맛']}",[],[]
98447,1,5,smart_store,스마트스토어,"첫번째사진 왼쪽은 비타민 오른쪽은 지니어스뉴!
우리 아기 영양제 돌 지나고 나서부터 이것저것 따지다가 꾸준히구매하고있어요! 아기가 잘 먹고 비타민먹자하면 쪼르르와서 입벌리는게 귀엽답니다 ㅎㅎ 유통기한도 넉넉하고 배송도 빨라서 좋아요!",2026-06-15T16:07:50+09:00,2026-06-15,네이버 스마트스토어 구****,5,True,1,1,https://assets6.cre.ma/p/phytonutri-kr/reviews/00/00/09/84/47/image1/a8dd2b6b593cfb0b.webp,1000000326,지니어스뉴 + 투데이디3 세트,https://www.phytonutri.kr/goods/goods_view.php?goodsNo=1000000326,4.8,245,0,0,"{'1': ['만족도', '배송', '유통기한']}",[],[]
98448,1,5,smart_store,스마트스토어,"아이에게 꾸준히 먹이고 있는 
제품입니다~
이것만 먹여보니 아이가 맛에 거부감이
있어서 저는 유산균하고 같이 섞어서
먹이고 있어요~
제일 중요한 영양성분을 따로따로먹이는 것보다
칼마디로 한번에 먹일수 있어서 편리해요",2026-06-15T15:04:00+09:00,2026-06-15,네이버 스마트스토어 구****,5,False,0,0,,1000000297,"그로우뉴 아이 유기농칼슘&마그네슘 비타민D,k2,망간",https://www.phytonutri.kr/goods/goods_view.php?goodsNo=1000000297,4.9,4844,0,0,"{'1': ['만족도', '편의성'], '-1': ['맛']}",[],[]
98449,1,5,smart_store,스마트스토어,믿고 먹는 제품이에요. 1살8개월부터 5개월째 먹이고 있어요. 우유에 타서 매일 잘 먹고 있답니다,2026-06-15T14:44:28+09:00,2026-06-15,네이버 스마트스토어 구****,5,False,0,0,,1000000297,"그로우뉴 아이 유기농칼슘&마그네슘 비타민D,k2,망간",https://www.phytonutri.kr/goods/goods_view.php?goodsNo=1000000297,4.9,4844,0,0,{'1': ['만족도']},[],[]
98450,1,5,smart_store,스마트스토어,1년6개월째 이제품만 먹었어요. 꾸준히 매일 먹이고 있답니다. 아이는 밝고 건강해요. 거부감없이 잘 받아먹어요. 성분 안심이요,2026-06-15T14:43:14+09:00,2026-06-15,네이버 스마트스토어 구****,5,False,0,0,,1000000281,지니어스뉴 드롭스&톡캡스,https://www.phytonutri.kr/goods/goods_view.php?goodsNo=1000000281,4.9,14386,0,0,"{'2': ['만족도'], '1': ['성분']}",[],[]
98451,1,5,smart_store,스마트스토어,개별포장 되어있어서 먹이고 관리하기 너무 편해요~ 애용하고 있습니다!,2026-06-15T14:06:53+09:00,2026-06-15,네이버 스마트스토어 구****,5,True,1,1,https://assets6.cre.ma/p/phytonutri-kr/reviews/00/00/09/84/51/image1/ade77b1555c01c17.webp,1000000325,투데이디3 for baby,https://www.phytonutri.kr/goods/goods_view.php?goodsNo=1000000325,4.9,3634,0,0,"{'1': ['만족도', '편의성']}",[],[]
98452,1,5,smart_store,스마트스토어,양이 너무 적네요 얼마 안먹고 끝이에요 아쉬워요ㅠㅠ,2026-06-15T14:02:19+09:00,2026-06-15,네이버 스마트스토어 구****,5,True,1,1,https://assets6.cre.ma/p/phytonutri-kr/reviews/00/00/09/84/52/image1/29b5daa11fe3e26f.webp,1000000281,지니어스뉴 드롭스&톡캡스,https://www.phytonutri.kr/goods/goods_view.php?goodsNo=1000000281,4.9,14386,0,0,"{'-1': ['만족도'], '-2': ['용량']}",[],[]
98453,1,5,smart_store,스마트스토어,아기가 잘먹고있어요 !!!! 또 주문해야겠어요,2026-06-15T14:00:17+09:00,2026-06-15,네이버 스마트스토어 구****,5,True,1,1,https://assets6.cre.ma/p/phytonutri-kr/reviews/00/00/09/84/53/image1/dc9692557e12d32b.webp,1000000281,지니어스뉴 드롭스&톡캡스,https://www.phytonutri.kr/goods/goods_view.php?goodsNo=1000000281,4.9,14386,0,0,{'1': ['만족도']},[],[]
98454,1,5,smart_store,스마트스토어,너무 좋아여 추천합니다 ㅎㅎ,2026-06-15T13:55:31+09:00,2026-06-15,네이버 스마트스토어 구****,5,True,1,1,https://assets6.cre.ma/p/phytonutri-kr/reviews/00/00/09/84/54/image1/caf958edb0d68979.webp,1000000281,지니어스뉴 드롭스&톡캡스,https://www.phytonutri.kr/goods/goods_view.php?goodsNo=1000000281,4.9,14386,0,0,{'2': ['만족도']},[],[]
98455,1,5,smart_store,스마트스토어,꾸준히 재구매 하고 있어요,2026-06-15T12:47:26+09:00,2026-06-15,네이버 스마트스토어 구****,5,True,1,1,https://assets6.cre.ma/p/phytonutri-kr/reviews/00/00/09/84/55/image1/a53b5fc3177213f9.webp,1000000281,지니어스뉴 드롭스&톡캡스,https://www.phytonutri.kr/goods/goods_view.php?goodsNo=1000000281,4.9,14386,0,0,{'2': ['만족도']},[],[]
98456,1,5,smart_store,스마트스토어,늘먹이던 제품인데 만족해요,2026-06-15T12:28:20+09:00,2026-06-15,네이버 스마트스토어 구****,5,True,1,1,https://assets6.cre.ma/p/phytonutri-kr/reviews/00/00/09/84/56/image1/59318e5ef7313252.webp,1000000281,지니어스뉴 드롭스&톡캡스,https://www.phytonutri.kr/goods/goods_view.php?goodsNo=1000000281,4.9,14386,0,0,{'1': ['만족도']},[],[]
98457,1,5,smart_store,스마트스토어,"아기가 거부없이 잘먹어주었습니다
향도 거부감없는 맛인거같아요~",2026-06-15T12:26:23+09:00,2026-06-15,네이버 스마트스토어 구****,5,True,1,1,https://assets6.cre.ma/p/phytonutri-kr/reviews/00/00/09/84/57/image1/a558692f72f66fa2.webp,1000000281,지니어스뉴 드롭스&톡캡스,https://www.phytonutri.kr/goods/goods_view.php?goodsNo=1000000281,4.9,14386,0,0,"{'1': ['만족도', '맛', '냄새']}",[],[]
98458,1,5,smart_store,스마트스토어,아이 영양제 찾고 있었는데 잘먹었습니다,2026-06-15T11:54:18+09:00,2026-06-15,네이버 스마트스토어 구****,5,True,1,1,https://assets6.cre.ma/p/phytonutri-kr/reviews/00/00/09/84/58/image1/5ae263904bc69edb.webp,1000000281,지니어스뉴 드롭스&톡캡스,https://www.phytonutri.kr/goods/goods_view.php?goodsNo=1000000281,4.9,14386,0,0,{'1': ['만족도']},[],[]
98459,1,5,smart_store,스마트스토어,이유식 시작하면서 21개월 지금까지 꾸준히 먹이고 있어요 아기영양에 도움이 됐음 좋겠어요,2026-06-15T11:30:51+09:00,2026-06-15,네이버 스마트스토어 구****,5,True,1,1,https://assets6.cre.ma/p/phytonutri-kr/reviews/00/00/09/84/59/image1/8c51fac22c712cbf.webp,1000000281,지니어스뉴 드롭스&톡캡스,https://www.phytonutri.kr/goods/goods_view.php?goodsNo=1000000281,4.9,14386,0,0,{'0': ['만족도']},[],[]
98460,1,5,smart_store,스마트스토어,배송빠르고 늘 먹이규 있어요~~,2026-06-15T11:10:04+09:00,2026-06-15,네이버 스마트스토어 구****,5,True,1,1,https://assets6.cre.ma/p/phytonutri-kr/reviews/00/00/09/84/60/image1/393d7b39cc468f80.webp,1000000297,"그로우뉴 아이 유기농칼슘&마그네슘 비타민D,k2,망간",https://www.phytonutri.kr/goods/goods_view.php?goodsNo=1000000297,4.9,4844,0,0,"{'1': ['만족도', '배송']}",[],[]
98494,1,4,,자사몰(고도몰),아이들이 맛있어해서 좋은데 한상자에 10개 밖에 없어 아쉬워요ㅠㅠ 조금 더 넣어주세요ㅋ,2026-06-15T10:41:05+09:00,2026-06-15,cgj2******,5,True,1,1,https://assets6.cre.ma/p/phytonutri-kr/reviews/00/00/09/84/94/image1/a82f6f1c2012ded9.webp,1000000342,이트뮨 아이 배도라지즙&엘더베리사과주스,https://www.phytonutri.kr/goods/goods_view.php?goodsNo=1000000342,4.9,609,0,0,"{'0': ['만족도'], '-1': ['용량'], '1': ['맛']}",[],[]
98461,1,5,smart_store,스마트스토어,하나씩 포장 되어 있어 먹이기 너무 편해요~~,2026-06-15T10:39:11+09:00,2026-06-15,네이버 스마트스토어 구****,5,False,0,0,,1000000325,투데이디3 for baby,https://www.phytonutri.kr/goods/goods_view.php?goodsNo=1000000325,4.9,3634,0,0,"{'1': ['만족도', '편의성']}",[],[]
98462,1,5,smart_store,스마트스토어,물 없이 먹으면 좀 퍽퍽하지만 그래도 맛있는지 잘 먹습니다,2026-06-15T10:24:31+09:00,2026-06-15,네이버 스마트스토어 구****,5,True,1,1,https://assets6.cre.ma/p/phytonutri-kr/reviews/00/00/09/84/62/image1/07a9660d3519cac6.webp,1000000297,"그로우뉴 아이 유기농칼슘&마그네슘 비타민D,k2,망간",https://www.phytonutri.kr/goods/goods_view.php?goodsNo=1000000297,4.9,4844,0,0,"{'1': ['만족도', '맛'], '-1': ['식감']}",[],[]
98463,2,5,smart_store,스마트스토어,아이가 정말 잘 마십니다~!!,2026-06-15T10:12:21+09:00,2026-06-15,네이버 스마트스토어 구****,5,True,1,1,https://assets6.cre.ma/p/phytonutri-kr/reviews/00/00/09/84/63/image1/2fa883f40fb9f30e.webp,1000000342,이트뮨 아이 배도라지즙&엘더베리사과주스,https://www.phytonutri.kr/goods/goods_view.php?goodsNo=1000000342,4.9,609,0,0,{'1': ['만족도']},[],[]
98464,2,5,smart_store,스마트스토어,먹기 편리해서 좋아요!,2026-06-15T10:03:05+09:00,2026-06-15,네이버 스마트스토어 구****,5,True,1,1,https://assets6.cre.ma/p/phytonutri-kr/reviews/00/00/09/84/64/image1/b0952fa3782fbb95.webp,1000000325,투데이디3 for baby,https://www.phytonutri.kr/goods/goods_view.php?goodsNo=1000000325,4.9,3634,0,0,"{'1': ['만족도', '편의성']}",[],[]
98465,2,5,smart_store,스마트스토어,"솔직히 처음먹이는거라서 걱정이많았어여
리뷰만 보고 판단하는것도 한계가 있더라구여
하지만 정말 탁월한 선택이였어여~~
아이가 거부감도 없이 잘먹어여~~",2026-06-15T09:33:08+09:00,2026-06-15,네이버 스마트스토어 구****,5,False,0,0,,1000000281,지니어스뉴 드롭스&톡캡스,https://www.phytonutri.kr/goods/goods_view.php?goodsNo=1000000281,4.9,14386,0,0,"{'2': ['만족도'], '1': ['효과']}",[],[]
98466,2,5,smart_store,스마트스토어,따로 포장되어있는게 위생적으로 너무 좋네요! 잘 먹여볼게요 감사합니다,2026-06-15T09:28:42+09:00,2026-06-15,네이버 스마트스토어 구****,5,True,1,1,https://assets6.cre.ma/p/phytonutri-kr/reviews/00/00/09/84/66/image1/fdf13096df742515.webp,1000000325,투데이디3 for baby,https://www.phytonutri.kr/goods/goods_view.php?goodsNo=1000000325,4.9,3634,0,0,"{'1': ['만족도'], '2': ['포장']}",[],[]
98467,2,5,smart_store,스마트스토어,꾸준히 잘 먹여볼게용,2026-06-15T08:42:22+09:00,2026-06-15,네이버 스마트스토어 구****,5,False,0,0,,1000000281,지니어스뉴 드롭스&톡캡스,https://www.phytonutri.kr/goods/goods_view.php?goodsNo=1000000281,4.9,14386,0,0,{'0': ['만족도']},[],[]
98468,2,5,smart_store,스마트스토어,아이가 거부감없이 잘먹어요,2026-06-15T08:23:11+09:00,2026-06-15,네이버 스마트스토어 구****,5,True,1,1,https://assets6.cre.ma/p/phytonutri-kr/reviews/00/00/09/84/68/image1/0072ec420e2b9dec.webp,1000000281,지니어스뉴 드롭스&톡캡스,https://www.phytonutri.kr/goods/goods_view.php?goodsNo=1000000281,4.9,14386,0,0,"{'1': ['만족도', '맛']}",[],[]
98469,2,5,smart_store,스마트스토어,아기가 잘 먹어요!,2026-06-15T08:14:02+09:00,2026-06-15,네이버 스마트스토어 구****,5,True,1,1,https://assets6.cre.ma/p/phytonutri-kr/reviews/00/00/09/84/69/image1/37eeca779a232809.webp,1000000297,"그로우뉴 아이 유기농칼슘&마그네슘 비타민D,k2,망간",https://www.phytonutri.kr/goods/goods_view.php?goodsNo=1000000297,4.9,4844,0,0,{'1': ['만족도']},[],[]
98470,2,5,smart_store,스마트스토어,아기가 잘 먹어요!,2026-06-15T08:13:47+09:00,2026-06-15,네이버 스마트스토어 구****,5,True,1,1,https://assets6.cre.ma/p/phytonutri-kr/reviews/00/00/09/84/70/image1/f00593abf03729ea.webp,1000000326,지니어스뉴 + 투데이디3 세트,https://www.phytonutri.kr/goods/goods_view.php?goodsNo=1000000326,4.8,245,0,0,{'1': ['만족도']},[],[]
98471,2,5,smart_store,스마트스토어,아기가 잘 먹어요!,2026-06-15T08:13:33+09:00,2026-06-15,네이버 스마트스토어 구****,5,True,1,1,https://assets6.cre.ma/p/phytonutri-kr/reviews/00/00/09/84/71/image1/63cd6f11bc7fd459.webp,1000000297,"그로우뉴 아이 유기농칼슘&마그네슘 비타민D,k2,망간",https://www.phytonutri.kr/goods/goods_view.php?goodsNo=1000000297,4.9,4844,0,0,{'1': ['만족도']},[],[]
98472,2,5,smart_store,스마트스토어,아기가 잘 먹어요!,2026-06-15T08:12:59+09:00,2026-06-15,네이버 스마트스토어 구****,5,True,1,1,https://assets6.cre.ma/p/phytonutri-kr/reviews/00/00/09/84/72/image1/8dd16f970171b06c.webp,1000000326,지니어스뉴 + 투데이디3 세트,https://www.phytonutri.kr/goods/goods_view.php?goodsNo=1000000326,4.8,245,0,0,{'1': ['만족도']},[],[]
98473,2,5,smart_store,스마트스토어,아기가 잘 먹어요!,2026-06-15T08:12:42+09:00,2026-06-15,네이버 스마트스토어 구****,5,True,1,1,https://assets6.cre.ma/p/phytonutri-kr/reviews/00/00/09/84/73/image1/d5e9c1745b7ea6ec.webp,1000000281,지니어스뉴 드롭스&톡캡스,https://www.phytonutri.kr/goods/goods_view.php?goodsNo=1000000281,4.9,14386,0,0,{'1': ['만족도']},[],[]
98474,2,5,smart_store,스마트스토어,아기가 잘 먹어서 재구메 중이에요,2026-06-15T06:46:46+09:00,2026-06-15,네이버 스마트스토어 구****,5,True,1,1,https://assets6.cre.ma/p/phytonutri-kr/reviews/00/00/09/84/74/image1/3e91eca80c96752a.webp,1000000281,지니어스뉴 드롭스&톡캡스,https://www.phytonutri.kr/goods/goods_view.php?goodsNo=1000000281,4.9,14386,0,0,{'2': ['만족도']},[],[]
98495,2,5,,자사몰(고도몰),흡수율이 높은 것으로 알려져 있어요 ㅎㅎ,2026-06-15T06:01:02+09:00,2026-06-15,khs3******,5,False,0,0,,1000000398,KD 파마 듀얼 초임계 rTG 오메가3,https://www.phytonutri.kr/goods/goods_view.php?goodsNo=1000000398,4.9,121,0,0,"{'1': ['만족도', '효과']}",[],[]
98475,2,5,smart_store,스마트스토어,받아서 먹고 있어요,2026-06-15T04:02:20+09:00,2026-06-15,네이버 스마트스토어 구****,5,True,1,1,https://assets6.cre.ma/p/phytonutri-kr/reviews/00/00/09/84/75/image1/700af567b9bc042a.webp,1000000281,지니어스뉴 드롭스&톡캡스,https://www.phytonutri.kr/goods/goods_view.php?goodsNo=1000000281,4.9,14386,0,0,{'0': ['만족도']},[],[]
98476,2,2,smart_store,스마트스토어,계속 먹고잇어여계속,2026-06-15T03:51:43+09:00,2026-06-15,네이버 스마트스토어 구****,5,False,0,0,,1000000281,지니어스뉴 드롭스&톡캡스,https://www.phytonutri.kr/goods/goods_view.php?goodsNo=1000000281,4.9,14386,0,0,{'1': ['만족도']},[],[]
98477,2,5,smart_store,스마트스토어,꾸준히 먹이고 있어요,2026-06-15T02:19:53+09:00,2026-06-15,네이버 스마트스토어 구****,5,True,1,1,https://assets6.cre.ma/p/phytonutri-kr/reviews/00/00/09/84/77/image1/4cc45b307a9a457e.webp,1000000297,"그로우뉴 아이 유기농칼슘&마그네슘 비타민D,k2,망간",https://www.phytonutri.kr/goods/goods_view.php?goodsNo=1000000297,4.9,4844,0,0,{'1': ['만족도']},[],[]
98478,2,5,smart_store,스마트스토어,물에도 잘 녹고 뜨거운 거에도 유산균이 살아있다고 하니 좋아요,2026-06-15T02:19:20+09:00,2026-06-15,네이버 스마트스토어 구****,5,True,1,1,https://assets6.cre.ma/p/phytonutri-kr/reviews/00/00/09/84/78/image1/b5979325fdde0e12.webp,1000000363,데이프로바 for baby 아기 쌩쌩유산균,https://www.phytonutri.kr/goods/goods_view.php?goodsNo=1000000363,4.9,363,0,0,"{'1': ['만족도', '품질']}",[],[]
98479,2,5,smart_store,스마트스토어,살짝 비려서. 아기가 먹기 힘겨워해요,2026-06-15T00:57:35+09:00,2026-06-15,네이버 스마트스토어 구****,5,True,1,1,https://assets6.cre.ma/p/phytonutri-kr/reviews/00/00/09/84/79/image1/4f452f6ab346240d.webp,1000000281,지니어스뉴 드롭스&톡캡스,https://www.phytonutri.kr/goods/goods_view.php?goodsNo=1000000281,4.9,14386,0,0,"{'-1': ['만족도', '식감']}",[],[]
98480,2,5,smart_store,스마트스토어,아이에게 오메가3를 먹이려 찾다가 추천받아서 사봤어요~~아직은 우유에 타서 주니 거부없이 잘 먹네요~그냥 주면 안먹기는해요ㅜㅜ배도라지쥬스도 주셔서 너무 감사해요😁,2026-06-15T00:29:39+09:00,2026-06-15,네이버 스마트스토어 구****,5,True,1,1,https://assets6.cre.ma/p/phytonutri-kr/reviews/00/00/09/84/80/image1/d71e0998d78f8a92.webp,1000000281,지니어스뉴 드롭스&톡캡스,https://www.phytonutri.kr/goods/goods_view.php?goodsNo=1000000281,4.9,14386,0,0,"{'1': ['만족도'], '2': ['제품구성']}",[],[]
98481,2,5,smart_store,스마트스토어,아기에게 도움이 될까 먹여봅니다!,2026-06-15T00:22:29+09:00,2026-06-15,네이버 스마트스토어 구****,5,False,0,0,,1000000281,지니어스뉴 드롭스&톡캡스,https://www.phytonutri.kr/goods/goods_view.php?goodsNo=1000000281,4.9,14386,0,0,{'0': ['만족도']},[],[]
98482,3,5,smart_store,스마트스토어,매번 잘 사용중 입니다.,2026-06-15T00:18:18+09:00,2026-06-15,네이버 스마트스토어 구****,5,False,0,0,,1000000325,투데이디3 for baby,https://www.phytonutri.kr/goods/goods_view.php?goodsNo=1000000325,4.9,3634,0,0,{'1': ['만족도']},[],[]
98483,3,5,smart_store,스마트스토어,가격이 사악 하지만 성분이 좋아서 먹이고 있어요,2026-06-14T23:45:20+09:00,2026-06-14,네이버 스마트스토어 구****,5,True,1,1,https://assets6.cre.ma/p/phytonutri-kr/reviews/00/00/09/84/83/image1/bd331a060dbb76af.webp,1000000281,지니어스뉴 드롭스&톡캡스,https://www.phytonutri.kr/goods/goods_view.php?goodsNo=1000000281,4.9,14386,0,0,"{'0': ['만족도'], '-1': ['가격'], '1': ['성분']}",[],[]
98484,3,5,smart_store,스마트스토어,톡캡스 먹다가 바꿨는데 만족합니다,2026-06-14T23:43:13+09:00,2026-06-14,네이버 스마트스토어 구****,5,True,1,1,https://assets6.cre.ma/p/phytonutri-kr/reviews/00/00/09/84/84/image1/f21033625db0f236.webp,1000000281,지니어스뉴 드롭스&톡캡스,https://www.phytonutri.kr/goods/goods_view.php?goodsNo=1000000281,4.9,14386,0,0,{'1': ['만족도']},[],[]
98485,3,5,smart_store,스마트스토어,"지니어스뉴는 톡캡스로 먹이다가 18개월차에 스포이드 형태로 바꿔보았어요 단순 오메가3가 아닌 뇌발달에 중요한 DHA와 ALA섭취를 충족시켜주어서 꼭 챙기게 되는 영양제입니다. 
흰밥에 뿌려주거나 소고기소보루 반찬 또는 국에 뿌리기도 해요 맛에 큰변화 없어서 잘 먹이고 있는 중이에요
그로우뉴는 칼슘 마그네슘 망간 비타민D,k까지 지금 성장하는 아기에게 필요한 필수 영양제라서 역시나 국에 섞어서 매일 주고 있습니다.
이 두가지 영양제로 든든합니다",2026-06-14T23:36:10+09:00,2026-06-14,네이버 스마트스토어 구****,5,True,1,1,https://assets6.cre.ma/p/phytonutri-kr/reviews/00/00/09/84/85/image1/a7652b6e6ba215e7.webp,1000000298,지니어스뉴 + 그로우뉴 세트,https://www.phytonutri.kr/goods/goods_view.php?goodsNo=1000000298,4.9,1413,0,0,"{'1': ['만족도', '성분']}",[],[]
98486,3,5,smart_store,스마트스토어,어떤 제형으로 할지 너무 고민이었는데 잘선택 한거같고 다행히 아기가 잘 먹네요. 저도 살짝 맛봤는데 한약맛? 이 나네요.. ㅈ,2026-06-14T23:26:51+09:00,2026-06-14,네이버 스마트스토어 구****,5,True,1,1,https://assets6.cre.ma/p/phytonutri-kr/reviews/00/00/09/84/86/image1/b0e3612cb11b7aad.webp,1000000325,투데이디3 for baby,https://www.phytonutri.kr/goods/goods_view.php?goodsNo=1000000325,4.9,3634,0,0,"{'1': ['만족도'], '0': ['맛']}",[],[]
